identifier,lat,lon
B2315,50.8785309,12.8219744
B2316,49.7135296,18.4490696
B2317,49.5583234,18.3458608
B2318,50.1429562,18.6329563
B2319,50.1409948,18.6430023
B2320,50.7858988,17.0691147
B2321,50.5169118,14.9732012
B2322,49.2168042,16.6284071
B2323,50.1998371,14.8463080
B2324,50.1958809,14.8430785
B2325,49.7718499,13.3699704
B2326,49.7791284,13.3703096
B2327,49.7777652,13.3479515
B2328,49.1908962,16.5976863
B2329,49.8581700,18.9763400
B2330,49.8573800,18.9779200
B2331,49.8414600,18.9401500
B2332,49.8057900,18.9500500
B2333,49.7909900,18.9334400
B2334,49.7959500,18.9481000
B2335,49.8063700,18.9642000
B2336,49.8137400,18.9190800
B2337,49.8058200,18.9345100
B2338,49.8055900,18.9211100
B2339,49.8733000,19.0061400
B2340,49.8182800,19.0561800
B2341,49.8139900,19.0097700
B2342,49.8277800,19.0411800
B2343,49.8020300,19.0472300
B2344,49.7917100,19.0633800
B2345,49.8085200,19.0621300
B2346,49.8041600,19.0567100
B2347,49.7859700,19.0529600
B2348,49.7980400,19.0920400
B2349,49.8126400,19.0317200
B2350,49.8081000,18.9803200
B2351,49.8511600,19.0974000
B2352,49.8132400,19.0119300
B2353,49.8528200,19.0432200
B2354,49.8089285,19.0183195
B2355,49.8080000,19.0725400
B2356,49.8566700,19.0242800
B2357,49.7867700,19.0322900
B2358,49.8652100,19.0927400
B2359,49.8103300,19.0007000
B2360,49.8086621,19.0550986
B2361,49.8419000,19.0683100
B2362,49.8060700,19.0213800
B2363,49.8486600,19.0499500
B2364,49.7766000,19.0703600
B2365,49.8023704,19.0368549
B2366,49.8148430,19.0204812
B2367,49.8295600,19.0424300
B2368,49.8498600,19.0516000
B2369,49.8242300,19.0616800
B2370,49.8505424,19.0868700
B2371,49.8054367,19.0443416
B2372,49.8588700,19.0351300
B2373,49.8236668,19.0146971
B2374,49.8014719,19.0800169
B2375,49.8088717,19.0027706
B2376,49.8360100,19.0545900
B2377,49.8338000,19.0426500
B2378,49.8085886,19.0183880
B2379,49.8397700,19.0808100
B2380,49.8200100,18.9803500
B2381,49.8084770,18.9882323
B2382,49.8311500,19.0575300
B2383,49.7831691,19.0673607
B2384,49.8161000,18.9748500
B2385,49.7954100,19.0138700
B2386,49.8014000,19.0241700
B2387,49.8183500,19.0854300
B2388,49.8049720,19.0300708
B2389,49.8132200,19.0286600
B2390,49.8004800,19.0322800
B2391,49.8575000,19.0447900
B2392,49.8383300,19.0721200
B2393,49.7947800,19.0381900
B2394,49.8278600,19.0561100
B2395,49.8402384,19.0366334
B2396,49.8012200,19.0402700
B2397,49.8229800,19.0842500
B2398,49.8311700,19.0439800
B2399,49.8551400,19.0480400
B2400,49.8459100,19.0329100
B2401,49.8327800,18.9837400
B2402,49.8291600,19.0497000
B2403,50.1226302,14.4579684
B2404,50.1345921,15.1023534
B2405,50.1345939,15.1022712
B2406,50.9250589,13.3400115
B2407,50.3533437,16.6362893
B2408,48.9932560,12.1051955
B2409,48.9944271,12.1113604
B2410,50.1851607,18.9800158
B2411,48.9527649,18.1571823
B2412,48.9693713,18.1142017
B2413,48.9929719,18.2301958
B2414,48.9344134,18.1481961
B2415,48.9578458,18.1735960
B2416,50.1349402,18.9699163
B2417,50.1421566,18.6204878
B2418,50.1397534,18.6268979
B2419,50.1582591,18.6627921
B2420,50.3174642,18.8735238
B2421,50.3211327,18.8716180
B2422,50.2595779,19.0209621
B2423,50.2633438,19.0205052
B2424,50.9736458,18.1913718
B2425,50.9853834,18.2086979
B2426,50.5381258,18.0734512
B2427,50.2773820,19.0084001
B2428,50.2790850,19.0153104
B2429,50.2622410,18.9700516
B2430,50.4477354,17.7373785
B2431,50.9659300,14.2506717
B2432,50.0354310,18.3977598
B2433,50.1192435,18.3833322
B2434,50.3830723,18.9018246
B2435,50.4127930,18.9488894
B2436,50.1629430,14.7491476
B2437,50.1556703,14.7438284
B2438,49.2304151,13.5155197
B2439,49.1381106,13.2314174
B2440,48.8758417,12.5484854
B2441,48.8759142,12.5557391
B2442,48.8751837,12.5757623
B2443,48.8892339,12.6053876
B2444,48.8894161,12.5772045
B2445,50.3805066,18.8117237
B2446,51.0596636,17.1063483
B2447,51.0427687,17.1190331
B2448,51.0498813,17.1130507
B2449,49.9410836,18.9781515
B2450,48.7523771,17.8202842
B2451,50.0153361,18.4937285
B2452,50.3054030,18.7669786
B2453,50.2707497,18.9312185
B2454,50.0028880,18.9499812
B2455,50.6867588,16.3633820
B2456,50.6850339,16.3656941
B2457,50.0654844,18.4139350
B2458,50.0948267,18.5150528
B2459,49.2176423,14.4187377
B2460,49.3002900,14.4796400
B2461,49.1322271,16.4791535
B2462,49.1059551,16.4691614
B2463,50.5755747,13.8104842
B2464,50.6025600,13.6145000
B2465,50.7886049,13.9757680
B2466,50.7859700,14.0152300
B2467,50.7603694,14.0442501
B2468,50.7620966,14.1052800
B2469,50.6817600,14.0211057
B2470,50.6975242,14.2044060
B2471,50.7702319,14.4903635
B2472,50.8027783,14.4118509
B2473,50.7105192,14.9723541
B2474,50.7700800,15.0662100
B2475,50.6681588,15.0953729
B2476,50.5677900,15.5665100
B2477,50.5397511,15.6499278
B2478,50.5548615,15.6938867
B2479,50.5209334,15.7653038
B2480,50.4868134,15.6963592
B2481,49.7192751,16.2783960
B2482,49.4346543,16.8992135
B2483,49.3823892,16.7618412
B2484,49.0009900,16.7237100
B2485,49.0105306,16.6596885
B2486,48.8754852,16.6243620
B2487,48.9341989,16.4838993
B2488,48.9297039,16.5760397
B2489,48.8505000,16.0797500
B2490,49.6117834,17.9478927
B2491,49.8959774,18.5477807
B2492,49.8984871,18.4888513
B2493,49.8327044,18.2677726
B2494,49.5279793,18.1951176
B2495,49.5398644,18.1159394
B2496,49.4949545,17.9934369
B2497,49.3671511,17.9095774
B2498,49.4928871,17.8651250
B2499,49.2158040,17.7571868
B2500,49.4672930,17.0671947
B2501,49.4673635,17.0839266
B2502,49.6014622,17.2217496
B2503,49.5818687,17.0799909
B2504,49.6388688,17.2752082
B2505,49.7208092,17.2906396
B2506,49.7757663,17.1226140
B2507,49.2573316,16.6933919
B2508,49.1047350,16.6368475
B2509,49.3727531,16.3880795
B2510,49.2795700,16.2622200
B2511,49.1828860,16.2887047
B2512,49.1906752,16.2532378
B2513,49.1715819,16.1947589
B2514,49.2599927,15.7802017
B2515,49.4197404,15.5153255
B2516,49.9089300,14.5606400
B2517,50.0838163,14.3128669
B2518,50.1351334,14.2312133
B2519,50.1121700,14.2003400
B2520,50.2233861,13.4084107
B2521,51.0944101,16.9344054
B2522,51.0975320,16.9521023
B2523,49.2001903,12.0535560
B2524,50.6342657,15.8120232
B2525,50.7257087,15.5948652
B2526,50.7365732,15.2950551
B2527,50.7417538,15.3099843
B2528,50.3778017,14.8668338
B2529,49.8819994,16.6391245
B2530,49.8390798,16.9147621
B2531,49.8597427,17.0310853
B2532,49.8916197,17.9400209
B2533,49.8493032,18.0013635
B2534,49.3481830,17.9969356
B2535,49.4181191,12.8352129
B2536,49.6297300,13.5302600
B2537,49.7962400,14.2485834
B2538,49.6913444,14.4809576
B2539,49.4055272,14.6789407
B2540,49.1817699,14.3833101
B2541,49.0626700,14.3756500
B2542,48.9661563,14.4757316
B2543,49.0119500,14.7587600
B2544,50.1012773,18.5452904
B2545,50.8267378,15.7867513
B2546,50.8302457,15.7879223
B2547,51.0297403,13.7889856
B2548,51.0297636,13.7889260
B2549,50.2703200,19.0239340
B2550,50.2691392,19.0346806
B2551,51.0944720,13.7277709
B2552,50.5805222,15.1553822
B2553,50.0918643,18.2120842
B2554,50.0868098,18.2021353
B2555,49.1980250,13.0502715
B2556,50.1411305,18.6065575
B2557,50.2737294,19.0233419
B2558,50.2347941,18.9630207
B2559,50.0839507,18.1993076
B2560,50.2263895,18.9702506
B2561,50.1247656,14.5020336
B2562,50.0276734,14.3663657
B2563,50.2300924,18.9698534
B2564,50.2303770,18.9724485
B2565,50.2313138,18.9626095
B2566,50.1663780,18.8984512
B2567,48.5459328,12.0942360
B2568,50.2311388,18.9730579
B2569,51.0593783,12.6902330
B2570,49.8031154,12.6405334
B2571,49.8304884,12.5803420
B2572,48.9494640,16.1595639
B2573,49.0222637,16.2566963
B2574,49.0649933,17.0555804
B2575,48.9150813,16.8973770
B2576,50.2748450,18.6609787
B2577,50.7957081,16.2515023
B2578,48.8587747,12.5773819
B2579,51.0466769,12.8077505
B2580,50.0882047,19.0063505
B2581,50.2325738,14.3878616
B2582,48.6261799,18.3737862
B2583,48.6212397,18.3942644
B2584,48.6262434,18.3619015
B2585,50.2844429,19.0127689
B2586,50.2949337,18.9556711
B2587,50.0529123,14.5187332
B2588,50.0530286,14.5187159
B2589,49.0128798,12.1397879
B2590,50.2825823,18.9637490
B2591,50.2845402,18.9715381
B2592,50.6654289,16.1868860
B2593,50.6623473,16.1879857
B2594,50.6710560,16.1930041
B2595,50.8160163,12.9498098
B2596,50.0529726,14.5187235
B2597,50.0534478,14.5179681
B2598,50.0534656,14.5179681
B2599,48.5878231,17.8334109
B2600,48.5963019,17.8162357
B2601,50.1452238,15.1318310
B2602,50.2660037,18.9412054
B2603,48.7637883,18.5745978
B2604,49.1211819,12.1262303
B2605,50.3410993,18.9326301
B2606,50.1201110,14.5082237
B2607,50.7820130,16.0471170
B2608,50.6784037,12.5081177
B2609,50.0753448,14.5005582
B2610,50.6428128,12.8173670
B2611,50.5797998,12.7136625
B2612,50.5939723,12.7117863
B2613,50.0897531,19.0008059
B2614,50.0665700,14.5497200
B2615,50.1239032,14.4962626
B2616,50.2609819,18.9708123
B2617,50.0049540,14.4052768
B2618,50.0002453,14.4271486
B2619,50.8648368,13.3231717
B2620,50.2173606,18.9578607
B2621,49.1383665,16.7338221
B2622,49.4187210,17.9600330
B2623,49.9347099,14.0120808
B2624,50.1080562,14.5559868
B2625,49.1782367,16.8143525
B2626,49.6031647,13.8651016
B2627,50.2935885,13.9898586
B2628,49.2390180,16.7715677
B2629,49.7439747,13.3285274
B2630,50.0811775,14.4999249
B2631,49.7292467,13.2763309
B2632,49.9349346,15.7084760
B2633,49.9534800,15.7825200
B2634,49.2898548,17.7294804
B2635,49.3886327,16.1109320
B2636,49.0776818,16.6066553
B2637,49.6676900,17.3158980
B2638,50.4914200,13.6519000
B2639,50.1437265,15.6852149
B2640,49.0407300,16.9182100
B2641,49.9898331,15.7752367
B2642,49.9546075,13.8518220
B2643,49.5666045,17.4118798
B2644,49.3925543,13.0265325
B2645,48.9460706,16.3132737
B2646,50.1330079,14.5134444
B2647,49.6972917,13.4736565
B2648,49.0294626,17.6448335
B2649,50.1614362,14.3357213
B2650,50.1560991,14.5755068
B2651,49.1666728,16.5184494
B2652,50.4049229,14.8940403
B2653,50.1930256,18.9428490
B2654,50.2864650,16.8806866
B2655,50.8361141,12.8946348
B2656,50.1043726,14.4564265
B2657,49.2428876,18.4660314
B2658,49.8428168,14.5269816
B2659,50.1286244,14.4761126
B2660,50.1686126,14.4787403
B2661,50.0888976,14.4235413
B2662,50.0582051,14.3888999
B2663,50.0772857,14.6537349
B2664,50.0574584,14.6880505
B2665,49.8186604,13.8568712
B2666,49.9572363,14.0514061
B2667,50.0702643,15.1843553
B2668,50.0921916,15.0592373
B2669,49.8819938,15.0611742
B2670,49.8820149,15.0611339
B2671,50.4489668,14.9027880
B2672,49.8945038,14.2989471
B2673,49.8753390,13.8939919
B2674,49.8695724,15.4033108
B2675,50.1084055,14.8583649
B2676,50.1297075,14.7277805
B2677,50.3515349,14.6978892
B2678,50.2617701,14.6824003
B2679,50.3262900,14.0163600
B2680,50.3731306,14.3975287
B2681,49.7655004,14.7613640
B2682,50.5572201,15.0617549
B2683,50.5070825,15.0222876
B2684,50.0006241,13.7150259
B2685,49.8891170,14.3957406
B2686,50.1648729,14.1087709
B2687,50.0038985,14.5744123
B2688,50.0392020,14.6851867
B2689,49.9384741,13.9572406
B2690,50.0750664,14.8644459
B2691,50.1420540,14.3416277
B2692,49.8149103,15.3535009
B2693,50.1724939,14.4843160
B2694,50.3540204,14.4835129
B2695,50.0871878,14.0123249
B2696,50.1631491,14.8712470
B2697,49.8102500,15.1868600
B2698,49.6307985,15.0872877
B2699,49.7006877,14.9071109
B2700,50.1567687,14.5989170
B2701,50.0690055,15.2332055
B2702,49.9701300,14.5913200
B2703,50.3471620,14.4168236
B2704,49.7444242,14.8148433
B2705,49.8084176,14.0205846
B2706,50.0229054,14.7918440
B2707,49.5542504,14.2107767
B2708,50.2528826,17.5182039
B2709,49.9592900,17.4415100
B2710,49.9983000,17.0190600
B2711,49.8442874,16.9521364
B2712,49.8288029,16.9621865
B2713,49.7961000,16.9639500
B2714,49.7984212,17.0100438
B2715,50.1013439,16.9950951
B2716,50.7389375,15.1584429
B2717,50.7414647,15.2203629
B2718,50.7774498,14.6324917
B2719,50.3220365,15.8695886
B2720,50.4291227,15.5763800
B2721,50.3744210,15.2160434
B2722,50.3688505,15.6433600
B2723,50.3498974,15.6038921
B2724,50.6044717,15.8352884
B2725,50.4014220,13.4228587
B2726,50.4611153,13.4152051
B2727,50.6249134,13.7183505
B2728,50.7662825,14.1121466
B2729,50.5054993,13.4362778
B2730,50.5069211,13.4419378
B2731,50.5048367,13.4488197
B2732,50.1939257,12.6796527
B2733,50.2094080,12.8262688
B2734,50.2247900,12.8233100
B2735,50.2179449,12.8065443
B2736,50.0824438,12.8375415
B2737,50.0674346,14.4623124
B2738,49.3138838,15.3933857
B2739,49.6444477,15.6920132
B2740,49.1908811,15.8947370
B2741,49.1425420,15.6728057
B2742,49.0494681,15.8005707
B2743,49.2108234,15.9897736
B2744,49.3020241,16.0632730
B2745,49.2720649,16.0071027
B2746,49.1956277,15.6783896
B2747,49.2704524,15.4781387
B2748,49.3442740,15.4581076
B2749,49.7551080,15.6479161
B2750,49.3643324,14.5786019
B2751,49.3179000,14.6480800
B2752,49.0696458,14.9063976
B2753,49.2132600,15.1856300
B2754,48.7888938,14.5546606
B2755,49.0190800,14.6075400
B2756,49.2965163,14.1443144
B2757,49.5238791,14.4282519
B2758,48.9284169,14.5139086
B2759,49.1191981,13.8418454
B2760,48.6191135,14.2556213
B2761,49.0007718,14.6540614
B2762,50.0472569,15.8196361
B2763,50.0588400,15.7527400
B2764,50.0259402,15.8069095
B2765,50.0511262,15.7540151
B2766,50.0260474,15.9066615
B2767,49.9798820,15.6938504
B2768,50.0269084,15.7792327
B2769,49.8412781,15.7059728
B2770,49.9370964,15.8026032
B2771,49.8691460,15.5801024
B2772,49.9454964,15.6674216
B2773,49.7722022,16.0262129
B2774,49.8438740,15.8863692
B2775,49.8895475,15.8385319
B2776,50.2498485,19.0248680
B2777,49.9517946,13.8558711
B2778,49.8828800,13.9572564
B2779,49.8724434,13.9986443
B2780,49.9538658,15.2610209
B2781,50.1098261,13.7363813
B2782,49.7124706,16.2706517
B2783,49.7097342,16.2370271
B2784,49.6310943,16.7061184
B2785,49.7940000,16.6741300
B2786,49.7712393,16.2521909
B2787,49.6547935,16.3241188
B2788,51.0366216,13.7138749
B2789,50.1138107,16.4953531
B2790,49.8663675,16.4480144
B2791,49.9117489,16.4383713
B2792,49.9931596,16.2177890
B2793,50.0103451,16.6226038
B2794,50.6057800,13.4381400
B2795,50.7463300,15.0362000
B2796,50.4741300,13.4123700
B2797,49.5470100,17.6253800
B2798,49.6674200,17.3043600
B2799,49.5833151,17.0036056
B2800,49.4879091,16.9614071
B2801,49.4665614,17.0911303
B2802,49.3946760,17.4188550
B2803,49.4666045,17.1224394
B2804,49.4662797,17.1139003
B2805,49.4754893,17.0962544
B2806,49.4251777,17.5913812
B2807,49.5948800,17.3215900
B2808,49.6801131,18.3697110
B2809,49.9899029,17.9627123
B2810,49.8327500,18.0448400
B2811,49.7576535,18.0005284
B2812,49.6951002,18.4647886
B2813,49.6621644,18.4913709
B2814,49.6419609,18.1574495
B2815,49.6374107,18.3179036
B2816,49.9598525,18.0358350
B2817,49.9515843,18.0796159
B2818,49.6441593,18.3691820
B2819,49.7922942,18.2595463
B2820,49.7696500,18.4474300
B2821,49.7076238,18.0481174
B2822,49.8853406,17.9359338
B2823,49.8413959,18.1629427
B2824,49.1138299,17.7264902
B2825,49.1857400,17.6602800
B2826,49.1301776,17.7687032
B2827,49.0225800,17.7746439
B2828,49.2011135,17.4900314
B2829,49.3127417,17.4725838
B2830,49.0999744,17.7555886
B2831,49.0283328,17.7214539
B2832,49.2773930,17.8605089
B2833,49.2168961,17.8541485
B2834,49.1996700,17.5445300
B2835,49.2369705,17.7729782
B2836,49.0110813,17.1223879
B2837,49.2483024,16.7292722
B2838,49.3613546,16.3545097
B2839,49.2972811,16.5477024
B2840,49.1406139,17.0177593
B2841,49.1508100,17.0014600
B2842,49.3649020,16.8292105
B2843,49.3759550,16.8806060
B2844,48.9886500,16.7917400
B2845,48.9899947,16.9085566
B2846,48.8966119,16.7188303
B2847,49.4694689,16.5379724
B2848,49.4493337,16.5462380
B2849,49.4572900,16.5368200
B2850,49.4359208,16.6298188
B2851,48.9830583,16.5255770
B2852,49.1527406,16.5895193
B2853,49.1694849,16.7577301
B2854,49.2120305,16.8240813
B2855,49.5469148,13.3156600
B2856,49.9946479,13.5401593
B2857,49.7783863,13.2576905
B2858,49.7968634,12.6306646
B2859,49.8640367,12.7425340
B2860,49.7655308,13.5652233
B2861,49.6017704,13.3445388
B2862,49.7149121,12.9804334
B2863,49.6447343,13.4744240
B2864,49.8583510,13.2637951
B2865,49.9820334,13.4886321
B2866,50.0449245,13.3740554
B2867,49.4993664,12.9892360
B2868,49.5128514,13.0450837
B2869,49.8069176,13.4250120
B2870,49.6486831,13.3990115
B2871,49.6803228,13.2236480
B2872,49.8399000,13.4577700
B2873,49.3689087,12.8581023
B2874,49.4200913,12.8446600
B2875,49.4131800,14.6713900
B2876,49.1476168,16.5789661
B2877,49.1171700,16.7855782
B2878,48.9725366,17.2124316
B2879,48.9187623,17.1703146
B2880,48.9048826,17.0299232
B2881,49.0953033,16.7157530
B2882,48.9897088,17.3301672
B2883,48.9478159,16.2509623
B2884,48.9044300,16.2435400
B2885,49.4253167,16.3501844
B2886,49.3374697,16.4800574
B2887,49.0531991,16.8372398
B2888,49.2769991,16.4352973
B2889,49.1968911,16.6251231
B2890,48.8803535,17.1814621
B2891,48.7458020,16.9807280
B2892,49.1540993,16.4820856
B2893,49.4121351,16.6388968
B2894,49.3428400,16.4220600
B2895,49.0432834,17.0053935
B2896,49.2079016,16.6357518
B2897,49.1634960,16.5422517
B2898,49.0952412,16.6005885
B2899,48.9371968,16.6262983
B2900,48.9963008,16.8594980
B2901,48.9666351,16.6104756
B2902,49.4968036,16.5751747
B2903,49.5495548,16.7089975
B2904,49.5793940,16.7229237
B2905,49.3403995,16.5535431
B2906,49.2828758,16.5663517
B2907,49.1277985,16.8310444
B2908,49.1787181,16.8483106
B2909,48.7853521,16.0810434
B2910,48.8367550,16.1556053
B2911,48.9447714,16.3115630
B2912,49.0347017,16.5227745
B2913,50.2426880,18.8306727
B2914,50.2312901,18.9659303
B2915,50.2996027,18.8485123
B2916,50.3035697,18.8456070
B2917,50.2327802,18.9534361
B2918,51.0554483,17.0297642
B2919,50.1048279,14.4836284
B2920,50.6777376,16.6022957
B2921,50.1268232,14.4507804
B2922,50.0873500,14.5545300
B2923,50.0873762,14.5545223
B2924,50.1248993,14.4544322
B2925,50.2190822,18.6769521
B2926,50.3697544,18.9450167
B2927,50.3713102,18.9449855
B2928,49.8692078,15.5811806
B2929,49.2963947,13.1492510
B2930,50.2821280,19.0147004
B2931,50.2827930,19.0141450
B2932,50.1796711,18.8919296
B2933,50.2969406,18.9631383
B2934,50.0754607,14.4026871
B2935,50.0713659,12.3683886
B2936,50.0783161,12.3756581
B2937,50.2138345,12.2001109
B2938,50.2208499,12.1908277
B2939,49.2224553,17.7164027
B2940,49.6723967,18.4192108
B2941,49.7785695,18.1707240
B2942,49.8513208,18.3028463
B2943,49.7925717,18.0131536
B2944,49.2504500,16.0670300
B2945,49.3976723,15.6100186
B2946,49.2432927,15.7611873
B2947,49.3595200,15.6525800
B2948,49.2817500,15.5864300
B2949,49.5301495,15.2254856
B2950,49.5656000,14.9911600
B2951,49.0567605,16.6453160
B2952,48.8043000,16.8689500
B2953,50.3120034,12.9627436
B2954,50.1387500,13.9661532
B2955,50.1640627,15.0029954
B2956,50.0791100,14.8718400
B2957,50.1058878,14.0766933
B2958,50.1913841,15.0298567
B2959,49.9960300,15.1862300
B2960,49.9022207,15.4023261
B2961,50.4022785,14.9574928
B2962,49.9389502,14.3837522
B2963,49.6385300,13.1640700
B2964,49.7030800,13.1254100
B2965,49.7298915,13.3215348
B2966,48.9782946,14.4931318
B2967,49.1432000,15.0200428
B2968,49.0056663,14.0529052
B2969,49.4183767,14.6525113
B2970,50.0660740,15.7765158
B2971,50.1066000,15.8933500
B2972,49.9786900,16.5651000
B2973,50.0649900,15.7966100
B2974,50.1308026,15.9147682
B2975,50.5391400,14.5403400
B2976,50.6438100,15.1970900
B2977,50.7452100,15.0950100
B2978,50.5910100,15.1833500
B2979,50.5889400,15.2315200
B2980,50.7730300,15.0739500
B2981,50.2375400,15.5516200
B2982,50.1921800,15.4635400
B2983,51.0763328,17.0391369
B2984,51.0680662,17.0031655
B2985,49.3589905,16.6544138
B2986,49.9032114,16.9472908
B2987,48.7432194,17.8397168
B2988,51.0619983,17.0824582
B2989,51.0624758,17.0812437
B2990,49.8384857,13.8975731
B2991,50.4165140,18.8370250
B2992,50.4419167,18.8507166
B2993,50.3903694,18.8214755
B2994,51.0459913,17.0130683
B2995,51.0522032,17.0046292
B2996,51.0797409,17.0799961
B2997,51.0627464,16.9980218
B2998,51.0808486,17.0385213
B2999,51.0852621,17.0566403
B3000,51.0914258,17.0247716
B3001,51.0894473,17.0271404
B3002,51.0998254,17.0240299
B3003,51.0650603,17.0109826
B3004,51.0490519,17.0587871
B3005,51.0887192,17.0205686
B3006,51.0952423,17.0193912
B3007,51.0961329,17.0397018
B3008,51.0917200,17.0356500
B3009,51.0598000,17.0247818
B3010,51.0827198,17.0352426
B3011,51.0769981,17.0067184
B3012,51.0937520,16.9818862
B3013,51.0662856,17.0810767
B3014,51.0772725,17.0829997
B3015,51.0777094,17.0694990
B3016,51.0551163,17.0185345
B3017,51.0650013,17.0093083
B3018,51.0892158,17.0072111
B3019,51.0636077,17.0374851
B3020,51.0833475,17.0048131
B3021,51.0835177,17.0498788
B3022,51.0841675,17.0094833
B3023,51.0545682,16.9770954
B3024,51.0656463,17.0814639
B3025,51.0755800,17.0006700
B3026,51.0622699,17.0839946
B3027,51.0814100,17.0422300
B3028,51.0745835,17.0038495
B3029,51.0835064,17.0751232
B3030,51.0697495,17.0909784
B3031,51.0660167,17.0382956
B3032,51.0642141,16.9790324
B3033,51.0525000,17.0192500
B3034,51.0693762,17.0781079
B3035,51.0580322,17.0867317
B3036,51.0510433,17.0590185
B3037,51.0984216,17.0138942
B3038,51.0979955,17.0192637
B3039,51.0658300,17.0773300
B3040,51.0847017,17.0077292
B3041,51.0982000,17.0198600
B3042,51.0482983,16.9651903
B3043,51.0821400,17.0087600
B3044,51.0859188,17.0130941
B3045,51.0749867,17.0861943
B3046,51.0696493,17.0046239
B3047,51.0691875,17.0074834
B3048,51.0743369,17.0857726
B3049,51.0812450,16.9559607
B3050,51.0713799,17.0337370
B3051,51.0728164,16.9708517
B3052,51.0595061,16.9740053
B3053,51.0916100,17.0244800
B3054,51.0621999,17.0327379
B3055,51.0672212,17.0807613
B3056,51.0919053,17.0630502
B3057,51.0823826,17.0079197
B3058,51.0819343,17.0538168
B3059,51.0612855,16.9932183
B3060,51.0939018,17.0189688
B3061,51.0833578,17.0449783
B3062,51.0828481,17.0596115
B3063,51.0780800,16.8922700
B3064,51.0755696,16.9210984
B3065,51.0724030,17.1791331
B3066,51.0713185,17.1825261
B3067,51.0444165,17.0743185
B3068,51.0474273,16.9671667
B3069,50.2272940,14.8792942
B3070,50.2289074,14.8647990
B3071,50.2293181,14.8558405
B3072,49.8474752,15.8085696
B3073,50.2841414,18.9399047
B3074,50.1717227,18.9015769
B3075,50.2848067,19.0128843
B3076,50.2840591,19.0127792
B3077,48.7192434,17.1616545
B3078,49.3431300,16.6604800
B3079,49.3685500,16.6560400
B3080,49.3678700,16.6952200
B3081,49.3840000,16.6493700
B3082,49.3842421,16.6327656
B3083,50.5764921,15.0792468
B3084,50.3337950,14.9686365
B3085,50.4726100,14.8434100
B3086,50.2558143,14.4961726
B3087,50.2374491,14.4984072
B3088,49.9557894,15.2730560
B3089,50.2061275,14.3980875
B3090,50.1260700,15.1785400
B3091,50.1747747,13.4256862
B3092,50.1314803,14.3404381
B3093,50.6931207,14.5449389
B3094,48.8447680,12.9600994
B3095,50.2746757,19.0110690
B3096,50.2772866,19.0158314
B3097,50.2773155,19.0158207
B3098,50.2794697,19.0096007
B3099,50.1302095,14.4334986
B3100,50.0753107,14.4306148
B3101,49.0007988,14.3344522
B3102,49.2786461,14.7147117
B3103,48.8542900,14.4110800
B3104,49.1392800,15.0053600
B3105,49.3765337,14.7002406
B3106,50.0213094,15.7300549
B3107,49.8435900,15.9935900
B3108,49.7626500,15.9113300
B3109,49.3794827,15.9674678
B3110,49.3802400,15.9269200
B3111,49.4415000,16.1923200
B3112,49.7163600,13.9497800
B3113,50.4335534,15.3881658
B3114,50.2036223,15.8579841
B3115,50.5069526,16.0695277
B3116,50.3806100,15.9555200
B3117,50.3217400,15.9073800
B3118,50.3964700,16.0352800
B3119,50.3572906,16.2433661
B3120,50.5177600,16.0370200
B3121,49.2927400,17.6742600
B3122,48.7653908,16.8848337
B3123,48.7564309,16.8924804
B3124,49.1332800,17.0065200
B3125,48.8501883,17.1294161
B3126,49.0124000,17.1353400
B3127,50.2740700,17.2552500
B3128,49.9771184,18.1853989
B3129,49.9010200,18.0936800
B3130,49.8744180,18.2838738
B3131,49.8355134,18.1183380
B3132,49.7527082,18.1985098
B3133,49.5876600,18.0299600
B3134,49.6797588,18.3348130
B3135,49.7296293,18.1853470
B3136,49.7118810,13.2141683
B3137,49.5593504,12.7714210
B3138,49.4350972,12.8153833
B3139,49.8889055,13.2650349
B3140,49.8907064,12.7347196
B3141,50.1143500,14.4673500
B3142,50.1067200,14.4759600
B3143,50.1035700,14.4859120
B3144,50.1025600,14.4683100
B3145,50.1276629,14.4818040
B3146,50.1224000,14.4707300
B3147,50.1075991,14.5471621
B3148,50.0928600,14.5273100
B3149,50.1090404,14.5444134
B3150,50.1053917,14.5378395
B3151,50.1088035,14.5256069
B3152,50.1083700,14.5566400
B3153,50.1328007,14.4744958
B3154,50.1330100,14.4521200
B3155,50.1042122,14.3942906
B3156,49.7789800,13.8093100
B3157,50.2873600,14.8364100
B3158,49.9925000,14.8431900
B3159,50.1285300,15.0313700
B3160,49.6380800,14.6364500
B3161,50.0476700,14.5509300
B3162,49.3022000,16.9544600
B3163,48.9472783,17.4659945
B3164,49.4455700,15.2614800
B3165,49.3015900,14.1360400
B3166,49.4768100,14.6760300
B3167,49.1310500,15.0007900
B3168,49.1361100,13.7293500
B3169,49.3016300,14.1493500
B3170,49.1230100,14.0782500
B3171,49.0180131,13.9998432
B3172,49.0784623,17.4552580
B3173,49.2406700,17.6889800
B3174,50.0145300,15.7716387
B3175,50.6822600,14.0284800
B3176,50.6863600,13.9222200
B3177,50.6348100,13.7546800
B3178,50.4233400,14.1904900
B3179,50.0873286,14.5545367
B3180,49.7459500,13.5149900
B3181,50.1312117,14.4804919
B3182,50.0931100,14.4414700
B3183,50.1429339,14.4346086
B3184,50.1117462,14.4461929
B3185,50.0905474,14.3087561
B3186,50.1112800,14.3230900
B3187,50.1124000,14.3798600
B3188,50.0948800,14.3397000
