identifier,lat,lon
B932,49.7072900,18.3061500
B933,49.7623484,18.3675649
B934,49.6883134,18.3263089
B935,49.6121254,18.3618094
B936,49.5482500,18.3378900
B937,49.9042594,17.7475255
B938,49.8975560,17.7753764
B939,49.9385900,17.8114974
B940,49.8969574,17.8413605
B941,49.9040900,17.8817700
B942,49.9463999,17.9081637
B943,49.9022810,18.0022251
B944,49.9078750,18.0320706
B945,49.9138300,18.0113100
B946,49.9332721,17.9971539
B947,50.0156035,18.0709880
B948,50.0299117,18.0687751
B949,49.9889976,17.9946797
B950,50.0018083,18.0886857
B951,49.9888388,18.1206325
B952,49.9415978,18.1304844
B953,49.9525340,18.1676907
B954,49.9456225,18.1921430
B955,49.9381849,18.2232827
B956,49.9082989,18.2336139
B957,49.8446137,18.2787307
B958,49.8344339,18.2627879
B959,49.8221189,18.2229111
B960,49.8052116,18.0761878
B961,49.8146900,18.0189900
B962,49.7912300,17.9793800
B963,49.6341200,17.9891500
B964,49.7345401,18.0009105
B965,49.6827500,17.9579900
B966,49.6975482,18.0985564
B967,49.6891254,18.1326371
B968,49.6846830,18.1780227
B969,49.6671070,18.1856522
B970,49.6444430,18.2187826
B971,49.6639400,18.2218100
B972,49.6751871,18.2273629
B973,49.8861691,15.2028643
B974,49.9071381,15.2625015
B975,49.9075758,15.3251013
B976,49.8697500,15.4410400
B977,49.8885396,15.5327112
B978,49.8711903,15.5772468
B979,49.8734700,15.5787500
B980,49.9412000,15.6298800
B981,49.9155278,15.7656507
B982,49.9458550,15.8095623
B983,49.9503542,15.7906087
B984,50.0388792,15.7015292
B985,50.0589318,15.6983704
B986,50.0603831,15.6726177
B987,50.0639899,15.6473972
B988,50.0546081,15.5797015
B989,50.0137959,15.4677657
B990,50.0534080,15.5194713
B991,50.0575000,15.4894500
B992,50.0342873,15.4182670
B993,50.0665723,15.3743145
B994,50.1317207,15.3930060
B995,50.1583336,15.4486092
B996,50.1622883,15.4541135
B997,50.1084084,15.6039160
B998,50.1493203,15.6437159
B999,50.2054272,15.6308445
B1000,50.1770411,15.6518277
B1001,50.1715988,15.6972779
B1002,50.1906381,15.6958848
B1003,50.1240461,15.7170683
B1004,50.1324994,15.7749202
B1005,50.1542498,15.7569913
B1006,50.2019802,15.7789106
B1007,50.1536552,15.8252575
B1008,50.1757756,15.8601103
B1009,50.1968249,15.8475563
B1010,50.2116352,15.8532168
B1011,50.2182600,15.8773300
B1012,50.0780900,15.9242600
B1013,50.0779845,15.9543693
B1014,50.2106984,16.0785682
B1015,50.0804133,16.1430874
B1016,50.1354055,16.0967556
B1017,50.1779411,16.1724636
B1018,50.1876134,16.1988360
B1019,50.2099309,16.1490143
B1020,50.1166500,16.2924500
B1021,50.0830687,16.3104717
B1022,50.0306998,16.3717079
B1023,50.0909567,16.3777451
B1024,50.1368528,16.3911445
B1025,50.0073040,16.4736557
B1026,50.0161091,16.4445474
B1027,50.0449400,16.4545700
B1028,50.0598078,16.4818179
B1029,50.0795568,16.5089168
B1030,50.1103006,16.5564854
B1031,49.9860814,16.6635930
B1032,49.9741800,16.6048600
B1033,50.0052421,16.5623793
B1034,50.0222503,16.5223505
B1035,50.0230699,16.5716897
B1036,50.0303303,16.5983207
B1037,50.0974223,16.6631804
B1038,50.3095577,17.0984212
B1039,50.3295503,17.2019357
B1040,50.3016781,17.2580526
B1041,50.2864096,17.0961260
B1042,50.2575206,17.2276180
B1043,49.9202790,16.9452457
B1044,49.9352499,16.9713179
B1045,49.9530326,16.9804830
B1046,49.9590233,16.9670028
B1047,49.9428961,17.0309086
B1048,49.8568851,17.1103158
B1049,49.8922813,17.1344933
B1050,50.0475572,17.3987506
B1051,50.1074452,17.4428411
B1052,50.1243088,13.7691727
B1053,50.1752525,13.7757211
B1054,50.0266578,13.8704007
B1055,50.0343196,13.9319415
B1056,50.0409775,13.9210688
B1057,50.1248105,13.9507435
B1058,50.1001463,14.0081680
B1059,50.1415823,14.0640228
B1060,50.1417200,14.1024200
B1061,50.0825778,14.0707087
B1062,50.0913186,14.1078364
B1063,49.9531135,14.2102662
B1064,49.9706944,14.1687232
B1065,50.0045900,14.1525000
B1066,50.0438172,14.1869350
B1067,50.0518100,14.1716700
B1068,50.0640979,14.1546817
B1069,50.0682408,14.1651841
B1070,50.1201964,14.2605733
B1071,50.1148750,14.2188431
B1072,50.1167694,14.2989379
B1073,50.0466755,14.3045240
B1074,50.0405262,14.2470954
B1075,50.0298164,14.2751218
B1076,50.0261810,14.2818838
B1077,50.0161480,14.2972289
B1078,49.9008935,14.3429597
B1079,49.9462900,14.3307500
B1080,49.9593376,14.3589986
B1081,49.9701545,14.3833285
B1082,49.9844491,14.3601092
B1083,50.0027228,14.3507328
B1084,50.0292945,14.3634536
B1085,50.0313089,14.3747223
B1086,50.0186719,14.3919394
B1087,50.0243300,14.4269515
B1088,50.0269451,14.4303204
B1089,50.0497228,14.4520528
B1090,50.0288659,14.4903599
B1091,50.0556549,14.6704022
B1092,50.0232991,14.5651913
B1093,50.0394222,14.5895157
B1094,49.9234302,14.5759376
B1095,49.9653958,14.5757966
B1096,49.8586580,14.6603737
B1097,49.9714997,14.6653706
B1098,49.9710327,14.6930139
B1099,49.9815500,14.7290600
B1100,50.0107745,14.7221688
B1101,49.9104066,14.7377822
B1102,49.9836818,14.7897051
B1103,49.9563900,14.7510800
B1104,49.9695313,14.8093322
B1105,50.0008522,14.9267677
B1106,50.0044213,14.9816276
B1107,49.8875900,14.9233700
B1108,49.8440337,14.9663078
B1109,49.9203400,14.9593100
B1110,49.9125691,15.0338171
B1111,50.4525405,13.8364500
B1112,50.3700200,13.7943200
B1113,50.3767894,13.7645921
B1114,50.3601788,13.6923068
B1115,50.3944100,13.6743900
B1116,50.5000940,13.7049907
B1117,50.3494341,13.5713897
B1118,50.4440860,13.5965536
B1119,50.3870700,13.4970900
B1120,50.4310141,13.4287940
B1121,50.4413552,13.4581262
B1122,50.4936926,13.4455540
B1123,50.4939500,13.4141400
B1124,50.4452300,13.3878300
B1125,50.4474900,13.3603000
B1126,50.5096406,13.3587609
B1127,50.4472400,13.3220100
B1128,50.4857785,13.3009527
B1129,50.3811421,13.1110560
B1130,50.4387638,13.0534920
B1131,50.4950463,13.0306780
B1132,50.2433014,12.9910994
B1133,50.2632400,12.9997700
B1134,50.2838437,13.0100560
B1135,50.3034111,13.0159599
B1136,50.2565484,12.8792192
B1137,50.2492837,12.8964271
B1138,50.2834600,12.9194000
B1139,50.3280529,12.8619540
B1140,50.1795400,12.9256400
B1141,50.1876258,12.9036226
B1142,50.1966000,12.8702100
B1143,50.1349648,12.8153240
B1144,50.1388400,12.8003600
B1145,50.2139041,12.7439131
B1146,50.1828000,12.7147800
B1147,50.1628587,12.6484084
B1148,50.2168700,12.6268200
B1149,49.9773220,12.8638461
B1150,50.0745439,12.9228180
B1151,50.0694300,12.9557354
B1152,49.9853805,13.3653771
B1153,48.7393971,14.1131278
B1154,48.6396482,14.2301526
B1155,48.7675656,14.1806084
B1156,48.8018407,14.3106309
B1157,48.7821901,14.3508508
B1158,48.8249988,14.5093169
B1159,48.8251315,14.5266343
B1160,48.7980751,14.6150960
B1161,48.7610836,14.7342032
B1162,48.7681825,14.9642164
B1163,48.8791634,14.9347560
B1164,48.8923779,14.8780106
B1165,49.1855752,14.6972368
B1166,49.3031782,14.7182557
B1167,49.3252365,14.7522738
B1168,49.4244645,14.9491073
B1169,49.3899565,15.2345399
B1170,49.6487391,15.4368401
B1171,49.6716392,15.5867106
B1172,49.7128299,15.6666211
B1173,49.7207477,15.6756648
B1174,49.7450400,15.7034267
B1175,49.7008197,15.7663645
B1176,49.6793839,15.8763338
B1177,49.7693183,15.8562893
B1178,49.7375047,15.9754544
B1179,49.8327219,15.9579486
B1180,49.9006043,15.9351122
B1181,49.9229722,15.9521346
B1182,49.8053988,16.1147722
B1183,49.8992380,16.2159660
B1184,49.9358863,16.2246635
B1185,49.9331989,16.2520995
B1186,49.8275211,16.2554307
B1187,49.8679653,16.2319799
B1188,49.9210879,16.3112751
B1189,49.8254100,16.3306000
B1190,49.8404630,16.3827115
B1191,49.7405000,16.4208300
B1192,49.7537885,16.4846438
B1193,49.7663634,16.5395219
B1194,49.8039409,16.4812542
B1195,49.8242291,16.5045795
B1196,49.8592962,16.5019617
B1197,49.8722306,16.5962676
B1198,49.8711061,16.5622969
B1199,49.8975610,16.5701114
B1200,49.9398595,16.6018493
B1201,50.0320740,16.5070969
B1202,50.0694144,16.4406914
B1203,50.0920854,16.4543600
B1204,50.1762232,16.3445018
B1205,50.1992537,16.2928054
B1206,50.2286260,16.2914617
B1207,50.2129500,16.2636600
B1208,50.2893917,16.1683845
B1209,50.2690967,16.2626862
B1210,50.2382049,16.2250762
B1211,50.2607114,16.2138170
B1212,50.4017352,16.2290895
B1213,50.4610068,16.1903281
B1214,50.4795951,16.1803346
B1215,50.5355409,16.2336133
B1216,50.5312900,16.0485729
B1217,50.6243961,16.0804754
B1218,50.5967729,16.0377790
B1219,50.6452400,15.9656200
B1220,50.5515100,15.9063700
B1221,50.5577977,15.8913420
B1222,50.5618645,15.8960736
B1223,50.5812690,15.8919761
B1224,50.6607283,15.8202652
B1225,50.6927529,15.7476237
B1226,50.5717019,15.7272420
B1227,50.6144060,15.7068813
B1228,50.5942268,15.6619054
B1229,50.6277867,15.4878465
B1230,50.6874885,15.3032621
B1231,50.6955189,15.2741994
B1232,50.6838734,15.1510420
B1233,50.6977700,15.1955000
B1234,50.7329838,15.1876800
B1235,50.7013000,15.1233200
B1236,50.7408700,15.0490100
B1237,50.7742460,15.0250402
B1238,50.8318780,15.0524814
B1239,50.8236543,14.9268644
B1240,50.7257482,14.8091548
B1241,50.7891100,14.8183600
B1242,50.8356639,14.8693772
B1243,50.6844492,14.6437412
B1244,50.7225698,14.7083545
B1245,50.7685269,14.6775593
B1246,50.7125564,14.4924321
B1247,50.7348299,14.4493431
B1248,50.7871811,14.4677794
B1249,50.7483823,14.3352199
B1250,50.6615291,14.3024043
B1251,50.7887712,14.3036032
B1252,49.3397406,12.9816289
B1253,49.3798900,13.2285200
B1254,49.1695060,13.4557036
B1255,49.1947500,13.5063300
B1256,49.0856614,13.6968988
B1257,48.9229094,13.7997117
B1258,49.0526794,13.9815972
B1259,49.0805382,14.0649675
B1260,48.9566015,14.0662975
B1261,49.0077500,14.0100100
B1262,49.0164041,14.0119183
B1263,49.3177281,18.1466685
B1264,49.3038362,18.0932378
B1265,49.2971688,17.9383609
B1266,49.2872597,17.9978605
B1267,49.3114223,18.0207046
B1268,49.2334692,17.9560707
B1269,49.0820842,18.0188619
B1270,49.0924065,18.0218833
B1271,49.1399463,18.0056360
B1272,49.1483248,18.0144416
B1273,49.1068949,18.0503422
B1274,48.9757661,17.7551817
B1275,49.0842917,17.7095927
B1276,49.0256047,17.6607445
B1277,48.9456054,17.6120031
B1278,49.0902906,17.5079048
B1279,49.0105120,17.5809939
B1280,49.0476919,17.5970258
B1281,48.8789863,17.3566889
B1282,49.0363298,17.5618353
B1283,49.0004638,17.2637116
B1284,49.0266154,17.1533291
B1285,49.0296029,17.0538406
B1286,49.0041501,17.0111286
B1287,50.3333971,13.5140066
B1288,50.3015431,13.3137248
B1289,50.2165900,13.4712100
B1290,50.1766700,13.3864500
B1291,50.1778983,13.3755333
B1292,50.2540000,13.3687200
B1293,50.1380017,13.4377683
B1294,50.1316700,13.3148400
B1295,50.2416000,12.7420500
B1296,50.2578800,12.7716200
B1297,50.2679283,12.7833674
B1298,50.2727518,12.7821095
B1299,50.2334180,12.7174823
B1300,50.2541579,12.4071871
B1301,50.2326900,12.1731600
B1302,50.2165370,12.1995199
B1303,50.2205781,12.3470475
B1304,50.1278006,12.2303247
B1305,50.0623000,12.3721100
B1306,50.0702715,12.3789803
B1307,50.0744762,12.3589060
B1308,50.0866487,12.3820112
B1309,50.0175600,12.5516500
B1310,49.9411947,12.6130287
B1311,49.7926432,12.6363587
B1312,49.7946344,12.6289773
B1313,49.8646495,12.6500360
B1314,49.8934606,12.7305269
B1315,49.7443778,12.6915597
B1316,49.7096921,12.7726915
B1317,49.4430533,13.2486251
B1318,49.4634596,13.1734068
B1319,49.4867688,13.1102129
B1320,48.9269584,14.4942179
B1321,48.9281398,14.4575159
B1322,48.9626604,14.4332158
B1323,48.9741165,14.3574402
B1324,48.9176400,14.3757000
B1325,48.9222604,14.4329370
B1326,48.8919337,14.6428222
B1327,48.8876281,14.7276986
B1328,49.5124826,15.1043671
B1329,49.5591322,15.1128334
B1330,49.5114976,15.1786865
B1331,49.5693113,15.1993134
B1332,49.5128738,15.5006407
B1333,49.5431699,15.6570284
B1334,49.5750981,15.7448705
B1335,49.6372292,15.7812413
B1336,49.5666409,15.8961178
B1337,49.7255238,16.0324044
B1338,49.7105946,16.3300533
B1339,49.5561780,16.3187643
B1340,49.5782996,16.3629247
B1341,49.7129471,16.4810695
B1342,49.6706784,16.7483795
B1343,49.6426586,17.1794609
B1344,49.6440900,17.1419700
B1345,49.6571568,17.0522944
B1346,49.7147067,17.2216907
B1347,49.7229500,17.1884800
B1348,49.7653180,17.1794293
B1349,49.7773804,17.1225564
B1350,49.6111300,17.2595700
B1351,49.7244114,17.2852543
B1352,49.6298972,17.3276516
B1353,49.6303397,17.4032089
B1354,49.6466037,17.4097782
B1355,49.7799957,17.8200244
B1356,49.7324191,18.2349708
B1357,49.7641423,18.2062080
B1358,49.7640940,18.2333064
B1359,49.8362148,18.4080857
B1360,49.8005822,18.4795104
B1361,49.6844860,18.5307216
B1362,49.7054084,18.6135005
B1363,49.6700697,18.6828478
B1364,49.5509470,18.8272847
B1365,49.5589866,18.8027737
B1366,49.5743652,18.7872654
B1367,49.5458296,18.7526599
B1368,49.5692100,18.7383300
B1369,49.5855637,18.7210280
B1370,49.5944533,18.7514699
B1371,49.6150626,18.7367217
B1372,49.6236265,18.7124057
B1373,49.6367782,18.7192261
B1374,49.6552000,18.6965100
B1375,49.2664281,13.6208168
B1376,49.1260118,13.8821614
B1377,49.8859974,17.9139684
B1378,49.8876700,17.8823900
B1379,49.8488333,17.7629599
B1380,50.0142653,16.9487045
B1381,50.0271455,16.8982583
B1382,50.0041488,16.8027255
B1383,49.9407374,16.4231298
B1384,50.0075296,16.3873958
B1385,49.9675600,16.0901024
B1386,49.9852334,16.1191666
B1387,49.9970747,16.1738394
B1388,50.0023740,16.1345726
B1389,50.1197603,16.0684556
B1390,50.1440500,16.0608000
B1391,50.1095147,15.9382597
B1392,50.0835296,15.7747618
B1393,50.0887875,15.8059558
B1394,50.2039051,15.8304456
B1395,50.2409203,15.4980665
B1396,50.1857669,15.3326598
B1397,50.2553716,15.3342185
B1398,50.1221944,15.2473640
B1399,50.1345891,15.1024276
B1400,50.2032876,15.1770140
B1401,50.2656883,15.1393679
B1402,50.1455468,15.1316570
B1403,50.1952996,15.0984959
B1404,50.1497566,15.0419426
B1405,50.2184297,15.0551892
B1406,50.2852259,15.0204971
B1407,50.1263867,14.9591354
B1408,50.2111754,14.9950810
B1409,50.1663089,14.9367674
B1410,50.2550500,14.9531100
B1411,50.2722517,14.9478187
B1412,50.1828624,14.8862355
B1413,50.1929752,14.9096549
B1414,50.2303679,14.8807773
B1415,50.2807703,14.8321107
B1416,50.2876980,14.8258028
B1417,50.2210408,14.8030655
B1418,50.2219429,14.7613036
B1419,50.2309996,14.7495613
B1420,50.1422375,14.7946236
B1421,50.1692836,14.7153708
B1422,50.1774657,14.7312465
B1423,50.1837528,14.7203357
B1424,50.1646832,14.6802332
B1425,50.2206150,14.6260844
B1426,50.1520590,14.6147809
B1427,50.1838160,14.5908699
B1428,50.2002522,14.5991132
B1429,50.1911029,14.5578672
B1430,50.2028927,14.5522007
B1431,50.2032906,14.5211295
B1432,50.1785361,14.5146126
B1433,50.1532429,14.5149540
B1434,50.1359059,14.5107164
B1435,50.1443381,14.4826625
B1436,50.1757619,14.4147236
B1437,50.1752557,14.4128669
B1438,50.1484560,14.3349980
B1439,50.1501982,14.3546943
B1440,50.1601911,14.3704324
B1441,50.1601837,14.3792090
B1442,50.1736420,14.3610608
B1443,50.1774989,14.3577319
B1444,50.1908219,14.3840310
B1445,50.1982938,14.3652481
B1446,50.2241521,14.3458170
B1447,50.2331023,14.3419223
B1448,50.1413400,14.3190100
B1449,50.1920179,14.3229802
B1450,50.2006158,14.3014937
B1451,50.2013407,14.2935480
B1452,50.1962533,14.2475408
B1453,50.1319986,14.2346271
B1454,50.1358870,14.1641768
B1455,50.1431397,14.1907420
B1456,50.1535908,14.1949416
B1457,50.1706900,14.1908600
B1458,50.1790646,14.1566458
B1459,50.1914246,14.1139860
B1460,50.2123490,14.1363772
B1461,50.2309000,14.1829200
B1462,50.2291042,14.0789269
B1463,50.2456409,14.1531389
B1464,50.2867462,14.0920750
B1465,50.3042483,14.1706097
B1466,50.3011101,14.2017091
B1467,50.3653200,14.1258300
B1468,50.3575440,14.3588217
B1469,50.3614494,14.2468004
B1470,50.3655083,14.2813701
B1471,50.3749200,14.2181400
B1472,50.3745200,14.1533800
B1473,50.4230863,14.3897918
B1474,50.4501032,14.3761574
B1475,50.4524533,14.3832241
B1476,50.4541474,14.3741701
B1477,50.4402381,14.2589601
B1478,50.4624862,14.2313580
B1479,50.4047063,14.1294843
B1480,50.4560942,14.1487270
B1481,50.5048575,14.1875829
B1482,50.5255200,14.1677500
B1483,50.4838312,14.1696772
B1484,50.4938776,14.1498829
B1485,50.5030300,14.1133500
B1486,50.5013502,14.0850624
B1487,50.5231043,14.0921043
B1488,50.4852817,14.0259740
B1489,50.5338206,14.0515821
B1490,50.5394300,14.0641700
B1491,50.5676400,14.0433000
B1492,50.5692934,14.0320810
B1493,50.5378197,13.9771500
B1494,50.4724918,13.9504956
B1495,50.3491946,13.9039118
B1496,50.3516209,13.8759457
B1497,50.3555958,13.8161861
B1498,50.4927300,13.7521600
B1499,49.9370166,14.1359874
B1500,49.9473387,14.1014953
B1501,49.9255896,14.0372418
B1502,49.9430799,14.0394321
B1503,49.9301055,14.0175309
B1504,49.9392558,14.0189798
B1505,49.9436797,14.0018523
B1506,49.9538306,14.0248109
B1507,50.0000100,14.0026600
B1508,49.1721060,16.4470441
B1509,49.1830858,16.4851459
B1510,49.1101621,16.5265257
B1511,49.1146788,16.7219154
B1512,49.1386511,16.6337526
B1513,49.1975000,16.7531300
B1514,49.2159902,16.7494547
B1515,49.2185636,16.7546513
B1516,49.2044400,16.6612200
B1517,49.2131800,16.6450200
B1518,49.1758906,16.5665081
B1519,49.2170200,16.6079600
B1520,49.2312709,16.5706717
B1521,49.4804072,16.6085691
B1522,49.3372020,16.7250719
B1523,49.3973079,16.8434574
B1524,49.4072513,17.0315159
B1525,49.4452877,17.0025455
B1526,49.4729543,17.0463368
B1527,49.4865521,17.0196244
B1528,49.4420420,17.0639438
B1529,49.3255954,17.1728927
B1530,49.3304633,17.1968603
B1531,49.3329268,17.2176658
B1532,49.3426770,17.1650382
B1533,49.3511600,17.1603800
B1534,49.3570775,17.1399368
B1535,49.4106992,17.1932341
B1536,49.4156389,17.1400045
B1537,49.4325583,17.1752700
B1538,49.4500785,17.1930068
B1539,49.4633094,17.1802841
B1540,49.2752457,17.3327365
B1541,49.3022017,17.3449167
B1542,49.3302977,17.3324568
B1543,49.3578020,17.3634303
B1544,49.3653372,17.3634902
B1545,49.3895600,17.2595700
B1546,49.3959131,17.2920307
B1547,49.4279533,17.3420301
B1548,49.3711011,17.4364006
B1549,49.2762740,17.5538182
B1550,49.2994106,17.5408474
B1551,49.3238735,17.4945312
B1552,49.3405523,17.5277131
B1553,49.3665074,17.5329443
B1554,49.4159862,17.4991988
B1555,49.2973309,17.7869897
B1556,49.2863180,17.6857086
B1557,49.2810744,17.6254382
B1558,49.2913891,17.6025024
B1559,49.3196970,17.6159990
B1560,49.4743942,17.8231405
B1561,49.4519520,17.8663702
B1562,49.4598288,17.8920430
B1563,49.3542860,17.8683574
B1564,49.3878279,17.9439884
B1565,49.5649898,18.3354650
B1566,49.6214842,18.4058430
B1567,49.6561881,18.4529789
B1568,49.9196929,16.8398782
B1569,49.9089981,16.8728266
B1570,49.8546223,18.3970759
B1571,49.1766958,18.0178938
B1572,49.2952600,17.8415400
B1573,49.1771598,17.9359065
B1574,49.2213808,17.9134292
B1575,49.2550947,17.8940586
B1576,49.1383120,17.8113113
B1577,49.1453877,17.8280432
B1578,49.2169364,17.8046508
B1579,49.2607824,17.8262430
B1580,49.2601528,17.7909075
B1581,49.0980384,17.7497827
B1582,49.1106395,17.6692415
B1583,49.1207036,17.6915422
B1584,49.2223700,17.6621800
B1585,49.2198088,17.6434810
B1586,49.1634334,17.6369696
B1587,49.1693656,17.6023280
B1588,49.2039487,17.5869677
B1589,49.2366806,17.5692321
B1590,49.2575164,17.5663514
B1591,49.2534606,17.5427758
B1592,49.1709010,17.4626437
B1593,49.1730727,17.4728383
B1594,49.2030317,17.3821200
B1595,49.1892089,17.2857403
B1596,49.2022174,17.2086200
B1597,49.2598986,17.1683881
B1598,49.1932451,17.0853477
B1599,49.2576335,17.0904794
B1600,49.2140665,17.0307118
B1601,49.2171323,17.0033682
B1602,49.2307689,16.9995230
B1603,49.1469421,16.8762530
B1604,49.1946043,16.9430455
B1605,49.2170843,16.9065315
B1606,49.2271362,16.9151968
B1607,49.2451648,16.9122895
B1608,49.2309369,16.8771544
B1609,49.2455500,16.8678100
B1610,49.2043232,16.8193239
B1611,49.2093867,16.7914683
B1612,49.2152075,16.7956550
B1613,49.2539197,16.7370520
B1614,49.2639300,16.7143500
B1615,49.4003868,17.1117994
B1616,49.4155362,17.0819974
B1617,49.5118666,16.9621828
B1618,49.5516687,17.0306933
B1619,49.5165804,17.0905750
B1620,49.5460898,17.1037435
B1621,49.5494974,17.0927444
B1622,49.5628475,17.1040921
B1623,49.5064111,17.2007043
B1624,49.5369380,17.1619665
B1625,49.5703562,17.1857905
B1626,49.5887091,17.1452627
B1627,49.5266766,17.2388667
B1628,49.5330521,17.2521886
B1629,49.6018131,17.4000537
B1630,49.6052520,17.3440487
B1631,49.8757897,17.3589433
B1632,49.8527400,16.8654100
B1633,49.7989769,16.7867064
B1634,49.8320235,16.6392025
B1635,49.9610147,15.9178386
B1636,49.9463300,15.8534984
B1637,49.9807556,15.8420767
B1638,49.9941862,15.8011827
B1639,50.0554910,15.7641584
B1640,49.9696264,15.4071672
B1641,49.8141092,15.4785552
B1642,49.7616996,15.3974000
B1643,49.2653923,14.9244540
B1644,49.2129841,14.9621566
B1645,49.1032300,15.0437900
B1646,49.1584929,15.2017919
